benchmark,period,edge,operator_flow,node_balance_flow,exact_difference
synthetic_scale_500u_1022e_4p,k1,e22,1069.592386669741,1069.592386669741,0
synthetic_scale_500u_1022e_4p,k1,e23,1077.0274876694314,1077.0274876694314,0
synthetic_scale_500u_1022e_4p,k1,e24,1084.4625886691217,1084.4625886691217,0
synthetic_scale_500u_1022e_4p,k1,e25,1049.6238296991442,1049.6238296991442,0
synthetic_scale_500u_1022e_4p,k1,e26,1054.0848902989583,1054.0848902989583,0
synthetic_scale_500u_1022e_4p,k1,e27,1073.8410158124213,1073.8410158124213,0
synthetic_scale_500u_1022e_4p,k1,e28,1081.2761168121117,1081.2761168121117,0
synthetic_scale_500u_1022e_4p,k1,e29,657.9002227440294,657.9002227440294,0
synthetic_scale_500u_1022e_4p,k1,e30,557.3139277910756,557.3139277910756,0
synthetic_scale_500u_1022e_4p,k1,e31,520.5101778426084,520.5101778426084,0
synthetic_scale_500u_1022e_4p,k1,e32,533.7595278240566,533.7595278240566,0
synthetic_scale_500u_1022e_4p,k1,e33,538.8068992455607,538.8068992455607,0
synthetic_scale_500u_1022e_4p,k1,e34,521.1410992702964,521.1410992702964,0
synthetic_scale_500u_1022e_4p,k1,e35,517.3555707041683,517.3555707041683,0
synthetic_scale_500u_1022e_4p,k1,e36,549.9531778013821,549.9531778013821,0
synthetic_scale_500u_1022e_4p,k1,e37,492.9599421668986,492.9599421668986,0
synthetic_scale_500u_1022e_4p,k1,e38,581.7095563283453,581.7095563283453,0
synthetic_scale_500u_1022e_4p,k1,e39,480.3415136131384,480.3415136131384,0
synthetic_scale_500u_1022e_4p,k1,e40,559.4169992167023,559.4169992167023,0
synthetic_scale_500u_1022e_4p,k1,e41,509.9948207144749,509.9948207144749,0
synthetic_scale_500u_1022e_4p,k1,e42,534.1801421091819,534.1801421091819,0
synthetic_scale_500u_1022e_4p,k1,e43,542.5924278116887,542.5924278116887,0
synthetic_scale_500u_1022e_4p,k1,e44,528.2915421173851,528.2915421173851,0
synthetic_scale_500u_1022e_4p,k1,e45,519.4586421297951,519.4586421297951,0
synthetic_scale_500u_1022e_4p,k1,e46,552.0562492270088,552.0562492270088,0
synthetic_scale_500u_1022e_4p,k1,e47,506.8402135760348,506.8402135760348,0
synthetic_scale_500u_1022e_4p,k1,e48,531.0255349707419,531.0255349707419,0
synthetic_scale_500u_1022e_4p,k1,e49,535.2316778219953,535.2316778219953,0
synthetic_scale_500u_1022e_4p,k1,e50,507.05052071859745,507.05052071859745,0
synthetic_scale_500u_1022e_4p,k1,e51,566.5674420638331,566.5674420638331,0
synthetic_scale_500u_1022e_4p,k1,e52,494.4320921648373,494.4320921648373,0
synthetic_scale_500u_1022e_4p,k1,e53,544.6954992373154,544.6954992373154,0
synthetic_scale_500u_1022e_4p,k1,e54,523.6647849810485,523.6647849810485,0
synthetic_scale_500u_1022e_4p,k1,e55,519.8792564149204,519.8792564149204,0
synthetic_scale_500u_1022e_4p,k1,e56,555.8417777931369,555.8417777931369,0
synthetic_scale_500u_1022e_4p,k1,e57,507.2608278611601,507.2608278611601,0
synthetic_scale_500u_1022e_4p,k1,e58,533.1286063963686,533.1286063963686,0
synthetic_scale_500u_1022e_4p,k1,e59,537.334749247622,537.334749247622,0
synthetic_scale_500u_1022e_4p,k1,e60,533.1286063963686,533.1286063963686,0
synthetic_scale_500u_1022e_4p,k1,e61,118.19261412022057,118.19261412022057,0
synthetic_scale_500u_1022e_4p,k1,e62,263.7945581306339,263.7945581306339,0
synthetic_scale_500u_1022e_4p,k1,e63,287.9462303825309,287.9462303825309,0
synthetic_scale_500u_1022e_4p,k1,e64,271.0817006204304,271.0817006204304,0
synthetic_scale_500u_1022e_4p,k1,e65,244.22337544375185,244.22337544375185,0
synthetic_scale_500u_1022e_4p,k1,e66,257.54843599652264,257.54843599652264,0
synthetic_scale_500u_1022e_4p,k1,e67,270.8734965492934,270.8734965492934,0
synthetic_scale_500u_1022e_4p,k1,e68,254.84178307174105,254.84178307174105,0
synthetic_scale_500u_1022e_4p,k1,e69,278.577047181364,278.577047181364,0
synthetic_scale_500u_1022e_4p,k1,e70,251.30231386241132,251.30231386241132,0
synthetic_scale_500u_1022e_4p,k1,e71,264.6273744151821,264.6273744151821,0
synthetic_scale_500u_1022e_4p,k1,e72,237.3526410962294,237.3526410962294,0
synthetic_scale_500u_1022e_4p,k1,e73,274.8293739008972,274.8293739008972,0
synthetic_scale_500u_1022e_4p,k1,e74,286.07239374229755,286.07239374229755,0
synthetic_scale_500u_1022e_4p,k1,e75,258.3812522810708,258.3812522810708,0
synthetic_scale_500u_1022e_4p,k1,e76,231.10651896211812,231.10651896211812,0
synthetic_scale_500u_1022e_4p,k1,e77,256.92382378311146,256.92382378311146,0
synthetic_scale_500u_1022e_4p,k1,e78,282.3247204618308,282.3247204618308,0
synthetic_scale_500u_1022e_4p,k1,e79,293.5677403032311,293.5677403032311,0
synthetic_scale_500u_1022e_4p,k1,e80,224.8603968280068,224.8603968280068,0
synthetic_scale_500u_1022e_4p,k1,e81,250.6777016490002,250.6777016490002,0
synthetic_scale_500u_1022e_4p,k1,e82,264.00276220177096,264.00276220177096,0
synthetic_scale_500u_1022e_4p,k1,e83,289.82006702276436,289.82006702276436,0
synthetic_scale_500u_1022e_4p,k1,e84,260.4632929924412,260.4632929924412,0
synthetic_scale_500u_1022e_4p,k1,e85,244.43157951488888,244.43157951488888,0
synthetic_scale_500u_1022e_4p,k1,e86,257.75664006765965,257.75664006765965,0
synthetic_scale_500u_1022e_4p,k1,e87,271.0817006204304,271.0817006204304,0
synthetic_scale_500u_1022e_4p,k1,e88,256.71561971197445,256.71561971197445,0
synthetic_scale_500u_1022e_4p,k1,e89,280.45088382159736,280.45088382159736,0
synthetic_scale_500u_1022e_4p,k1,e90,251.51051793354836,251.51051793354836,0
synthetic_scale_500u_1022e_4p,k1,e91,271.49810876266287,271.49810876266287,0
synthetic_scale_500u_1022e_4p,k1,e92,250.46949757786314,250.46949757786314,0
synthetic_scale_500u_1022e_4p,k1,e93,263.7945581306339,263.7945581306339,0
synthetic_scale_500u_1022e_4p,k1,e94,287.9462303825309,287.9462303825309,0
synthetic_scale_500u_1022e_4p,k1,e95,258.58945635220783,258.58945635220783,0
synthetic_scale_500u_1022e_4p,k1,e96,244.22337544375185,244.22337544375185,0
synthetic_scale_500u_1022e_4p,k1,e97,257.54843599652264,257.54843599652264,0
synthetic_scale_500u_1022e_4p,k1,e98,270.8734965492934,270.8734965492934,0
synthetic_scale_500u_1022e_4p,k1,e99,254.84178307174105,254.84178307174105,0
synthetic_scale_500u_1022e_4p,k1,e100,278.577047181364,278.577047181364,0
synthetic_scale_500u_1022e_4p,k1,e101,251.30231386241132,251.30231386241132,0
synthetic_scale_500u_1022e_4p,k1,e102,264.6273744151821,264.6273744151821,0
synthetic_scale_500u_1022e_4p,k1,e103,237.3526410962294,237.3526410962294,0
synthetic_scale_500u_1022e_4p,k1,e104,274.8293739008972,274.8293739008972,0
synthetic_scale_500u_1022e_4p,k1,e105,286.07239374229755,286.07239374229755,0
synthetic_scale_500u_1022e_4p,k1,e106,258.3812522810708,258.3812522810708,0
synthetic_scale_500u_1022e_4p,k1,e107,231.10651896211812,231.10651896211812,0
synthetic_scale_500u_1022e_4p,k1,e108,256.92382378311146,256.92382378311146,0
synthetic_scale_500u_1022e_4p,k1,e109,282.3247204618308,282.3247204618308,0
synthetic_scale_500u_1022e_4p,k1,e110,293.5677403032311,293.5677403032311,0
synthetic_scale_500u_1022e_4p,k1,e111,224.8603968280068,224.8603968280068,0
synthetic_scale_500u_1022e_4p,k1,e112,250.6777016490002,250.6777016490002,0
synthetic_scale_500u_1022e_4p,k1,e113,264.00276220177096,264.00276220177096,0
synthetic_scale_500u_1022e_4p,k1,e114,289.82006702276436,289.82006702276436,0
synthetic_scale_500u_1022e_4p,k1,e115,260.4632929924412,260.4632929924412,0
synthetic_scale_500u_1022e_4p,k1,e116,244.43157951488888,244.43157951488888,0
synthetic_scale_500u_1022e_4p,k1,e117,257.75664006765965,257.75664006765965,0
synthetic_scale_500u_1022e_4p,k1,e118,271.0817006204304,271.0817006204304,0
synthetic_scale_500u_1022e_4p,k1,e119,256.71561971197445,256.71561971197445,0
synthetic_scale_500u_1022e_4p,k1,e120,280.45088382159736,280.45088382159736,0
synthetic_scale_500u_1022e_4p,k1,e121,251.51051793354836,251.51051793354836,0
synthetic_scale_500u_1022e_4p,k1,e122,277.3278227545417,277.3278227545417,0
synthetic_scale_500u_1022e_4p,k1,e123,250.46949757786314,250.46949757786314,0
synthetic_scale_500u_1022e_4p,k1,e124,117.01068797901836,117.01068797901836,0
synthetic_scale_500u_1022e_4p,k1,e125,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e126,115.84058109922817,115.84058109922817,0
synthetic_scale_500u_1022e_4p,k1,e127,145.31603145009942,145.31603145009942,0
synthetic_scale_500u_1022e_4p,k1,e128,134.18544180711305,134.18544180711305,0
synthetic_scale_500u_1022e_4p,k1,e129,150.88132627159257,150.88132627159257,0
synthetic_scale_500u_1022e_4p,k1,e130,139.75073662860623,139.75073662860623,0
synthetic_scale_500u_1022e_4p,k1,e131,128.6201469856199,128.6201469856199,0
synthetic_scale_500u_1022e_4p,k1,e132,106.35896769964722,106.35896769964722,0
synthetic_scale_500u_1022e_4p,k1,e133,135.4221739896671,135.4221739896671,0
synthetic_scale_500u_1022e_4p,k1,e134,112.74875064284308,112.74875064284308,0
synthetic_scale_500u_1022e_4p,k1,e135,142.2242009937143,142.2242009937143,0
synthetic_scale_500u_1022e_4p,k1,e136,119.13853358603895,119.13853358603895,0
synthetic_scale_500u_1022e_4p,k1,e137,149.0262279977615,149.0262279977615,0
synthetic_scale_500u_1022e_4p,k1,e138,137.89563835477517,137.89563835477517,0
synthetic_scale_500u_1022e_4p,k1,e139,114.39772688624846,114.39772688624846,0
synthetic_scale_500u_1022e_4p,k1,e140,143.46093317626836,143.46093317626836,0
synthetic_scale_500u_1022e_4p,k1,e141,132.33034353328202,132.33034353328202,0
synthetic_scale_500u_1022e_4p,k1,e142,109.656920186458,109.656920186458,0
synthetic_scale_500u_1022e_4p,k1,e143,139.13237053732922,139.13237053732922,0
synthetic_scale_500u_1022e_4p,k1,e144,116.04670312965385,116.04670312965385,0
synthetic_scale_500u_1022e_4p,k1,e145,145.93439754137643,145.93439754137643,0
synthetic_scale_500u_1022e_4p,k1,e146,122.4364860728497,122.4364860728497,0
synthetic_scale_500u_1022e_4p,k1,e147,112.5426286124174,112.5426286124174,0
synthetic_scale_500u_1022e_4p,k1,e148,141.6058349024373,141.6058349024373,0
synthetic_scale_500u_1022e_4p,k1,e149,130.47524525945096,130.47524525945096,0
synthetic_scale_500u_1022e_4p,k1,e150,147.17112972393045,147.17112972393045,0
synthetic_scale_500u_1022e_4p,k1,e151,136.0405400809441,136.0405400809441,0
synthetic_scale_500u_1022e_4p,k1,e152,112.95487267326875,112.95487267326875,0
synthetic_scale_500u_1022e_4p,k1,e153,142.84256708499132,142.84256708499132,0
synthetic_scale_500u_1022e_4p,k1,e154,119.34465561646462,119.34465561646462,0
synthetic_scale_500u_1022e_4p,k1,e155,109.45079815603232,109.45079815603232,0
synthetic_scale_500u_1022e_4p,k1,e156,138.51400444605218,138.51400444605218,0
synthetic_scale_500u_1022e_4p,k1,e157,115.84058109922817,115.84058109922817,0
synthetic_scale_500u_1022e_4p,k1,e158,145.31603145009942,145.31603145009942,0
synthetic_scale_500u_1022e_4p,k1,e159,134.18544180711305,134.18544180711305,0
synthetic_scale_500u_1022e_4p,k1,e160,150.88132627159257,150.88132627159257,0
synthetic_scale_500u_1022e_4p,k1,e161,139.75073662860623,139.75073662860623,0
synthetic_scale_500u_1022e_4p,k1,e162,116.25282516007952,116.25282516007952,0
synthetic_scale_500u_1022e_4p,k1,e163,106.35896769964722,106.35896769964722,0
synthetic_scale_500u_1022e_4p,k1,e164,135.4221739896671,135.4221739896671,0
synthetic_scale_500u_1022e_4p,k1,e165,112.74875064284308,112.74875064284308,0
synthetic_scale_500u_1022e_4p,k1,e166,142.2242009937143,142.2242009937143,0
synthetic_scale_500u_1022e_4p,k1,e167,119.13853358603895,119.13853358603895,0
synthetic_scale_500u_1022e_4p,k1,e168,149.0262279977615,149.0262279977615,0
synthetic_scale_500u_1022e_4p,k1,e169,137.89563835477517,137.89563835477517,0
synthetic_scale_500u_1022e_4p,k1,e170,114.39772688624846,114.39772688624846,0
synthetic_scale_500u_1022e_4p,k1,e171,143.46093317626836,143.46093317626836,0
synthetic_scale_500u_1022e_4p,k1,e172,132.33034353328202,132.33034353328202,0
synthetic_scale_500u_1022e_4p,k1,e173,109.656920186458,109.656920186458,0
synthetic_scale_500u_1022e_4p,k1,e174,139.13237053732922,139.13237053732922,0
synthetic_scale_500u_1022e_4p,k1,e175,116.04670312965385,116.04670312965385,0
synthetic_scale_500u_1022e_4p,k1,e176,145.93439754137643,145.93439754137643,0
synthetic_scale_500u_1022e_4p,k1,e177,122.4364860728497,122.4364860728497,0
synthetic_scale_500u_1022e_4p,k1,e178,112.5426286124174,112.5426286124174,0
synthetic_scale_500u_1022e_4p,k1,e179,141.6058349024373,141.6058349024373,0
synthetic_scale_500u_1022e_4p,k1,e180,130.47524525945096,130.47524525945096,0
synthetic_scale_500u_1022e_4p,k1,e181,147.17112972393045,147.17112972393045,0
synthetic_scale_500u_1022e_4p,k1,e182,136.0405400809441,136.0405400809441,0
synthetic_scale_500u_1022e_4p,k1,e183,112.95487267326875,112.95487267326875,0
synthetic_scale_500u_1022e_4p,k1,e184,142.84256708499132,142.84256708499132,0
synthetic_scale_500u_1022e_4p,k1,e185,125.94056059004492,125.94056059004492,0
synthetic_scale_500u_1022e_4p,k1,e186,109.45079815603232,109.45079815603232,0
synthetic_scale_500u_1022e_4p,k1,e187,138.51400444605218,138.51400444605218,0
synthetic_scale_500u_1022e_4p,k1,e188,115.84058109922817,115.84058109922817,0
synthetic_scale_500u_1022e_4p,k1,e189,145.31603145009942,145.31603145009942,0
synthetic_scale_500u_1022e_4p,k1,e190,134.18544180711305,134.18544180711305,0
synthetic_scale_500u_1022e_4p,k1,e191,150.88132627159257,150.88132627159257,0
synthetic_scale_500u_1022e_4p,k1,e192,139.75073662860623,139.75073662860623,0
synthetic_scale_500u_1022e_4p,k1,e193,116.25282516007952,116.25282516007952,0
synthetic_scale_500u_1022e_4p,k1,e194,106.35896769964722,106.35896769964722,0
synthetic_scale_500u_1022e_4p,k1,e195,135.4221739896671,135.4221739896671,0
synthetic_scale_500u_1022e_4p,k1,e196,112.74875064284308,112.74875064284308,0
synthetic_scale_500u_1022e_4p,k1,e197,142.2242009937143,142.2242009937143,0
synthetic_scale_500u_1022e_4p,k1,e198,119.13853358603895,119.13853358603895,0
synthetic_scale_500u_1022e_4p,k1,e199,149.0262279977615,149.0262279977615,0
synthetic_scale_500u_1022e_4p,k1,e200,137.89563835477517,137.89563835477517,0
synthetic_scale_500u_1022e_4p,k1,e201,114.39772688624846,114.39772688624846,0
synthetic_scale_500u_1022e_4p,k1,e202,143.46093317626836,143.46093317626836,0
synthetic_scale_500u_1022e_4p,k1,e203,132.33034353328202,132.33034353328202,0
synthetic_scale_500u_1022e_4p,k1,e204,109.656920186458,109.656920186458,0
synthetic_scale_500u_1022e_4p,k1,e205,139.13237053732922,139.13237053732922,0
synthetic_scale_500u_1022e_4p,k1,e206,116.04670312965385,116.04670312965385,0
synthetic_scale_500u_1022e_4p,k1,e207,145.93439754137643,145.93439754137643,0
synthetic_scale_500u_1022e_4p,k1,e208,122.4364860728497,122.4364860728497,0
synthetic_scale_500u_1022e_4p,k1,e209,112.5426286124174,112.5426286124174,0
synthetic_scale_500u_1022e_4p,k1,e210,141.6058349024373,141.6058349024373,0
synthetic_scale_500u_1022e_4p,k1,e211,130.47524525945096,130.47524525945096,0
synthetic_scale_500u_1022e_4p,k1,e212,147.17112972393045,147.17112972393045,0
synthetic_scale_500u_1022e_4p,k1,e213,136.0405400809441,136.0405400809441,0
synthetic_scale_500u_1022e_4p,k1,e214,112.95487267326875,112.95487267326875,0
synthetic_scale_500u_1022e_4p,k1,e215,142.84256708499132,142.84256708499132,0
synthetic_scale_500u_1022e_4p,k1,e216,119.34465561646462,119.34465561646462,0
synthetic_scale_500u_1022e_4p,k1,e217,109.45079815603232,109.45079815603232,0
synthetic_scale_500u_1022e_4p,k1,e218,138.51400444605218,138.51400444605218,0
synthetic_scale_500u_1022e_4p,k1,e219,115.84058109922817,115.84058109922817,0
synthetic_scale_500u_1022e_4p,k1,e220,145.31603145009942,145.31603145009942,0
synthetic_scale_500u_1022e_4p,k1,e221,134.18544180711305,134.18544180711305,0
synthetic_scale_500u_1022e_4p,k1,e222,150.88132627159257,150.88132627159257,0
synthetic_scale_500u_1022e_4p,k1,e223,139.75073662860623,139.75073662860623,0
synthetic_scale_500u_1022e_4p,k1,e224,116.25282516007952,116.25282516007952,0
synthetic_scale_500u_1022e_4p,k1,e225,106.35896769964722,106.35896769964722,0
synthetic_scale_500u_1022e_4p,k1,e226,135.4221739896671,135.4221739896671,0
synthetic_scale_500u_1022e_4p,k1,e227,112.74875064284308,112.74875064284308,0
synthetic_scale_500u_1022e_4p,k1,e228,142.2242009937143,142.2242009937143,0
synthetic_scale_500u_1022e_4p,k1,e229,119.13853358603895,119.13853358603895,0
synthetic_scale_500u_1022e_4p,k1,e230,149.0262279977615,149.0262279977615,0
synthetic_scale_500u_1022e_4p,k1,e231,137.89563835477517,137.89563835477517,0
synthetic_scale_500u_1022e_4p,k1,e232,114.39772688624846,114.39772688624846,0
synthetic_scale_500u_1022e_4p,k1,e233,143.46093317626836,143.46093317626836,0
synthetic_scale_500u_1022e_4p,k1,e234,132.33034353328202,132.33034353328202,0
synthetic_scale_500u_1022e_4p,k1,e235,109.656920186458,109.656920186458,0
synthetic_scale_500u_1022e_4p,k1,e236,139.13237053732922,139.13237053732922,0
synthetic_scale_500u_1022e_4p,k1,e237,116.04670312965385,116.04670312965385,0
synthetic_scale_500u_1022e_4p,k1,e238,145.93439754137643,145.93439754137643,0
synthetic_scale_500u_1022e_4p,k1,e239,122.4364860728497,122.4364860728497,0
synthetic_scale_500u_1022e_4p,k1,e240,112.5426286124174,112.5426286124174,0
synthetic_scale_500u_1022e_4p,k1,e241,141.6058349024373,141.6058349024373,0
synthetic_scale_500u_1022e_4p,k1,e242,130.47524525945096,130.47524525945096,0
synthetic_scale_500u_1022e_4p,k1,e243,147.17112972393045,147.17112972393045,0
synthetic_scale_500u_1022e_4p,k1,e244,136.0405400809441,136.0405400809441,0
synthetic_scale_500u_1022e_4p,k1,e245,112.95487267326875,112.95487267326875,0
synthetic_scale_500u_1022e_4p,k1,e246,142.84256708499132,142.84256708499132,0
synthetic_scale_500u_1022e_4p,k1,e247,131.71197744200498,131.71197744200498,0
synthetic_scale_500u_1022e_4p,k1,e248,109.45079815603232,109.45079815603232,0
synthetic_scale_500u_1022e_4p,k1,e249,138.51400444605218,138.51400444605218,0
synthetic_scale_500u_1022e_4p,k1,e250,115.84058109922817,115.84058109922817,0
synthetic_scale_500u_1022e_4p,k1,e251,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e252,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e253,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e254,84.68523620038772,84.68523620038772,0
synthetic_scale_500u_1022e_4p,k1,e255,29.99693908784818,29.99693908784818,0
synthetic_scale_500u_1022e_4p,k1,e256,78.56341189674524,78.56341189674524,0
synthetic_scale_500u_1022e_4p,k1,e257,65.29945923885317,65.29945923885317,0
synthetic_scale_500u_1022e_4p,k1,e258,72.44158759310274,72.44158759310274,0
synthetic_scale_500u_1022e_4p,k1,e259,60.40199979593919,60.40199979593919,0
synthetic_scale_500u_1022e_4p,k1,e260,54.48423630241812,54.48423630241812,0
synthetic_scale_500u_1022e_4p,k1,e261,94.88827670645853,94.88827670645853,0
synthetic_scale_500u_1022e_4p,k1,e262,49.586776859504134,49.586776859504134,0
synthetic_scale_500u_1022e_4p,k1,e263,88.76645240281604,88.76645240281604,0
synthetic_scale_500u_1022e_4p,k1,e264,44.68931741659014,44.68931741659014,0
synthetic_scale_500u_1022e_4p,k1,e265,82.64462809917356,82.64462809917356,0
synthetic_scale_500u_1022e_4p,k1,e266,28.77257422711968,28.77257422711968,0
synthetic_scale_500u_1022e_4p,k1,e267,76.52280379553106,76.52280379553106,0
synthetic_scale_500u_1022e_4p,k1,e268,63.66697275788185,63.66697275788185,0
synthetic_scale_500u_1022e_4p,k1,e269,70.40097949188858,70.40097949188858,0
synthetic_scale_500u_1022e_4p,k1,e270,58.76951331496786,58.76951331496786,0
synthetic_scale_500u_1022e_4p,k1,e271,52.85174982144679,52.85174982144679,0
synthetic_scale_500u_1022e_4p,k1,e272,92.84766860524437,92.84766860524437,0
synthetic_scale_500u_1022e_4p,k1,e273,47.954290378532804,47.954290378532804,0
synthetic_scale_500u_1022e_4p,k1,e274,86.72584430160188,86.72584430160188,0
synthetic_scale_500u_1022e_4p,k1,e275,31.221303948576676,31.221303948576676,0
synthetic_scale_500u_1022e_4p,k1,e276,80.6040199979594,80.6040199979594,0
synthetic_scale_500u_1022e_4p,k1,e277,66.93194571982451,66.93194571982451,0
synthetic_scale_500u_1022e_4p,k1,e278,74.4821956943169,74.4821956943169,0
synthetic_scale_500u_1022e_4p,k1,e279,62.03448627691052,62.03448627691052,0
synthetic_scale_500u_1022e_4p,k1,e280,56.11672278338945,56.11672278338945,0
synthetic_scale_500u_1022e_4p,k1,e281,57.13702683399653,57.13702683399653,0
synthetic_scale_500u_1022e_4p,k1,e282,51.219263340475464,51.219263340475464,0
synthetic_scale_500u_1022e_4p,k1,e283,90.8070605040302,90.8070605040302,0
synthetic_scale_500u_1022e_4p,k1,e284,46.32180389756147,46.32180389756147,0
synthetic_scale_500u_1022e_4p,k1,e285,84.68523620038772,84.68523620038772,0
synthetic_scale_500u_1022e_4p,k1,e286,29.99693908784818,29.99693908784818,0
synthetic_scale_500u_1022e_4p,k1,e287,78.56341189674524,78.56341189674524,0
synthetic_scale_500u_1022e_4p,k1,e288,65.29945923885317,65.29945923885317,0
synthetic_scale_500u_1022e_4p,k1,e289,72.44158759310274,72.44158759310274,0
synthetic_scale_500u_1022e_4p,k1,e290,60.40199979593919,60.40199979593919,0
synthetic_scale_500u_1022e_4p,k1,e291,54.48423630241812,54.48423630241812,0
synthetic_scale_500u_1022e_4p,k1,e292,94.88827670645853,94.88827670645853,0
synthetic_scale_500u_1022e_4p,k1,e293,49.586776859504134,49.586776859504134,0
synthetic_scale_500u_1022e_4p,k1,e294,88.76645240281604,88.76645240281604,0
synthetic_scale_500u_1022e_4p,k1,e295,32.445668809305175,32.445668809305175,0
synthetic_scale_500u_1022e_4p,k1,e296,82.64462809917356,82.64462809917356,0
synthetic_scale_500u_1022e_4p,k1,e297,28.77257422711968,28.77257422711968,0
synthetic_scale_500u_1022e_4p,k1,e298,76.52280379553106,76.52280379553106,0
synthetic_scale_500u_1022e_4p,k1,e299,63.66697275788185,63.66697275788185,0
synthetic_scale_500u_1022e_4p,k1,e300,70.40097949188858,70.40097949188858,0
synthetic_scale_500u_1022e_4p,k1,e301,58.76951331496786,58.76951331496786,0
synthetic_scale_500u_1022e_4p,k1,e302,52.85174982144679,52.85174982144679,0
synthetic_scale_500u_1022e_4p,k1,e303,92.84766860524437,92.84766860524437,0
synthetic_scale_500u_1022e_4p,k1,e304,47.954290378532804,47.954290378532804,0
synthetic_scale_500u_1022e_4p,k1,e305,86.72584430160188,86.72584430160188,0
synthetic_scale_500u_1022e_4p,k1,e306,31.221303948576676,31.221303948576676,0
synthetic_scale_500u_1022e_4p,k1,e307,80.6040199979594,80.6040199979594,0
synthetic_scale_500u_1022e_4p,k1,e308,66.93194571982451,66.93194571982451,0
synthetic_scale_500u_1022e_4p,k1,e309,74.4821956943169,74.4821956943169,0
synthetic_scale_500u_1022e_4p,k1,e310,62.03448627691052,62.03448627691052,0
synthetic_scale_500u_1022e_4p,k1,e311,56.11672278338945,56.11672278338945,0
synthetic_scale_500u_1022e_4p,k1,e312,57.13702683399653,57.13702683399653,0
synthetic_scale_500u_1022e_4p,k1,e313,51.219263340475464,51.219263340475464,0
synthetic_scale_500u_1022e_4p,k1,e314,90.8070605040302,90.8070605040302,0
synthetic_scale_500u_1022e_4p,k1,e315,46.32180389756147,46.32180389756147,0
synthetic_scale_500u_1022e_4p,k1,e316,84.68523620038772,84.68523620038772,0
synthetic_scale_500u_1022e_4p,k1,e317,29.99693908784818,29.99693908784818,0
synthetic_scale_500u_1022e_4p,k1,e318,78.56341189674524,78.56341189674524,0
synthetic_scale_500u_1022e_4p,k1,e319,65.29945923885317,65.29945923885317,0
synthetic_scale_500u_1022e_4p,k1,e320,72.44158759310274,72.44158759310274,0
synthetic_scale_500u_1022e_4p,k1,e321,60.40199979593919,60.40199979593919,0
synthetic_scale_500u_1022e_4p,k1,e322,54.48423630241812,54.48423630241812,0
synthetic_scale_500u_1022e_4p,k1,e323,94.88827670645853,94.88827670645853,0
synthetic_scale_500u_1022e_4p,k1,e324,49.586776859504134,49.586776859504134,0
synthetic_scale_500u_1022e_4p,k1,e325,88.76645240281604,88.76645240281604,0
synthetic_scale_500u_1022e_4p,k1,e326,32.445668809305175,32.445668809305175,0
synthetic_scale_500u_1022e_4p,k1,e327,82.64462809917356,82.64462809917356,0
synthetic_scale_500u_1022e_4p,k1,e328,28.77257422711968,28.77257422711968,0
synthetic_scale_500u_1022e_4p,k1,e329,76.52280379553106,76.52280379553106,0
synthetic_scale_500u_1022e_4p,k1,e330,63.66697275788185,63.66697275788185,0
synthetic_scale_500u_1022e_4p,k1,e331,70.40097949188858,70.40097949188858,0
