node,x,y,topological_level,is_source
n229,0.7984496124031008,-7.0,7,False
n230,0.8062015503875969,-7.0,7,False
n231,0.813953488372093,-7.0,7,False
n232,0.8217054263565892,-7.0,7,False
n233,0.8294573643410853,-7.0,7,False
n234,0.8372093023255814,-7.0,7,False
n235,0.8449612403100775,-7.0,7,False
n236,0.8527131782945736,-7.0,7,False
n237,0.8604651162790697,-7.0,7,False
n238,0.8682170542635659,-7.0,7,False
n239,0.875968992248062,-7.0,7,False
n240,0.8837209302325582,-7.0,7,False
n241,0.8914728682170543,-7.0,7,False
n242,0.8992248062015504,-7.0,7,False
n243,0.9069767441860465,-7.0,7,False
n244,0.9147286821705426,-7.0,7,False
n245,0.9224806201550387,-7.0,7,False
n246,0.9302325581395349,-7.0,7,False
n247,0.937984496124031,-7.0,7,False
n248,0.9457364341085271,-7.0,7,False
n249,0.9534883720930233,-7.0,7,False
n250,0.9612403100775194,-7.0,7,False
n251,0.9689922480620154,-7.0,7,False
n252,0.9767441860465116,-7.0,7,False
n253,0.9844961240310077,-7.0,7,False
n254,0.9922480620155039,-7.0,7,False
n255,0.0038910505836575876,-8.0,8,False
n256,0.007782101167315175,-8.0,8,False
n257,0.011673151750972763,-8.0,8,False
n258,0.01556420233463035,-8.0,8,False
n259,0.019455252918287938,-8.0,8,False
n260,0.023346303501945526,-8.0,8,False
n261,0.027237354085603113,-8.0,8,False
n262,0.0311284046692607,-8.0,8,False
n263,0.03501945525291829,-8.0,8,False
n264,0.038910505836575876,-8.0,8,False
n265,0.042801556420233464,-8.0,8,False
n266,0.04669260700389105,-8.0,8,False
n267,0.05058365758754864,-8.0,8,False
n268,0.054474708171206226,-8.0,8,False
n269,0.058365758754863814,-8.0,8,False
n270,0.0622568093385214,-8.0,8,False
n271,0.06614785992217899,-8.0,8,False
n272,0.07003891050583658,-8.0,8,False
n273,0.07392996108949416,-8.0,8,False
n274,0.07782101167315175,-8.0,8,False
n275,0.08171206225680934,-8.0,8,False
n276,0.08560311284046693,-8.0,8,False
n277,0.08949416342412451,-8.0,8,False
n278,0.0933852140077821,-8.0,8,False
n279,0.09727626459143969,-8.0,8,False
n280,0.10116731517509728,-8.0,8,False
n281,0.10505836575875487,-8.0,8,False
n282,0.10894941634241245,-8.0,8,False
n283,0.11284046692607004,-8.0,8,False
n284,0.11673151750972763,-8.0,8,False
n285,0.12062256809338522,-8.0,8,False
n286,0.1245136186770428,-8.0,8,False
n287,0.12840466926070038,-8.0,8,False
n288,0.13229571984435798,-8.0,8,False
n289,0.13618677042801555,-8.0,8,False
n290,0.14007782101167315,-8.0,8,False
n291,0.14396887159533073,-8.0,8,False
n292,0.14785992217898833,-8.0,8,False
n293,0.1517509727626459,-8.0,8,False
n294,0.1556420233463035,-8.0,8,False
n295,0.15953307392996108,-8.0,8,False
n296,0.16342412451361868,-8.0,8,False
n297,0.16731517509727625,-8.0,8,False
n298,0.17120622568093385,-8.0,8,False
n299,0.17509727626459143,-8.0,8,False
n300,0.17898832684824903,-8.0,8,False
n301,0.1828793774319066,-8.0,8,False
n302,0.1867704280155642,-8.0,8,False
n303,0.19066147859922178,-8.0,8,False
n304,0.19455252918287938,-8.0,8,False
n305,0.19844357976653695,-8.0,8,False
n306,0.20233463035019456,-8.0,8,False
n307,0.20622568093385213,-8.0,8,False
n308,0.21011673151750973,-8.0,8,False
n309,0.2140077821011673,-8.0,8,False
n310,0.2178988326848249,-8.0,8,False
n311,0.22178988326848248,-8.0,8,False
n312,0.22568093385214008,-8.0,8,False
n313,0.22957198443579765,-8.0,8,False
n314,0.23346303501945526,-8.0,8,False
n315,0.23735408560311283,-8.0,8,False
n316,0.24124513618677043,-8.0,8,False
n317,0.245136186770428,-8.0,8,False
n318,0.2490272373540856,-8.0,8,False
n319,0.2529182879377432,-8.0,8,False
n320,0.25680933852140075,-8.0,8,False
n321,0.2607003891050584,-8.0,8,False
n322,0.26459143968871596,-8.0,8,False
n323,0.26848249027237353,-8.0,8,False
n324,0.2723735408560311,-8.0,8,False
n325,0.27626459143968873,-8.0,8,False
n326,0.2801556420233463,-8.0,8,False
n327,0.2840466926070039,-8.0,8,False
n328,0.28793774319066145,-8.0,8,False
n329,0.2918287937743191,-8.0,8,False
n330,0.29571984435797666,-8.0,8,False
n331,0.29961089494163423,-8.0,8,False
n332,0.3035019455252918,-8.0,8,False
n333,0.30739299610894943,-8.0,8,False
n334,0.311284046692607,-8.0,8,False
n335,0.3151750972762646,-8.0,8,False
n336,0.31906614785992216,-8.0,8,False
n337,0.3229571984435798,-8.0,8,False
n338,0.32684824902723736,-8.0,8,False
n339,0.33073929961089493,-8.0,8,False
n340,0.3346303501945525,-8.0,8,False
n341,0.33852140077821014,-8.0,8,False
n342,0.3424124513618677,-8.0,8,False
n343,0.3463035019455253,-8.0,8,False
n344,0.35019455252918286,-8.0,8,False
n345,0.3540856031128405,-8.0,8,False
n346,0.35797665369649806,-8.0,8,False
n347,0.36186770428015563,-8.0,8,False
n348,0.3657587548638132,-8.0,8,False
n349,0.36964980544747084,-8.0,8,False
n350,0.3735408560311284,-8.0,8,False
n351,0.377431906614786,-8.0,8,False
n352,0.38132295719844356,-8.0,8,False
n353,0.3852140077821012,-8.0,8,False
n354,0.38910505836575876,-8.0,8,False
n355,0.39299610894941633,-8.0,8,False
n356,0.3968871595330739,-8.0,8,False
n357,0.40077821011673154,-8.0,8,False
n358,0.4046692607003891,-8.0,8,False
n359,0.4085603112840467,-8.0,8,False
n360,0.41245136186770426,-8.0,8,False
n361,0.4163424124513619,-8.0,8,False
n362,0.42023346303501946,-8.0,8,False
n363,0.42412451361867703,-8.0,8,False
n364,0.4280155642023346,-8.0,8,False
n365,0.43190661478599224,-8.0,8,False
n366,0.4357976653696498,-8.0,8,False
n367,0.4396887159533074,-8.0,8,False
n368,0.44357976653696496,-8.0,8,False
n369,0.4474708171206226,-8.0,8,False
n370,0.45136186770428016,-8.0,8,False
n371,0.45525291828793774,-8.0,8,False
n372,0.4591439688715953,-8.0,8,False
n373,0.46303501945525294,-8.0,8,False
n374,0.4669260700389105,-8.0,8,False
n375,0.4708171206225681,-8.0,8,False
n376,0.47470817120622566,-8.0,8,False
n377,0.4785992217898833,-8.0,8,False
n378,0.48249027237354086,-8.0,8,False
n379,0.48638132295719844,-8.0,8,False
n380,0.490272373540856,-8.0,8,False
n381,0.49416342412451364,-8.0,8,False
n382,0.4980544747081712,-8.0,8,False
n383,0.5019455252918288,-8.0,8,False
n384,0.5058365758754864,-8.0,8,False
n385,0.5097276264591439,-8.0,8,False
n386,0.5136186770428015,-8.0,8,False
n387,0.5175097276264592,-8.0,8,False
n388,0.5214007782101168,-8.0,8,False
n389,0.5252918287937743,-8.0,8,False
n390,0.5291828793774319,-8.0,8,False
n391,0.5330739299610895,-8.0,8,False
n392,0.5369649805447471,-8.0,8,False
n393,0.5408560311284046,-8.0,8,False
n394,0.5447470817120622,-8.0,8,False
n395,0.5486381322957199,-8.0,8,False
n396,0.5525291828793775,-8.0,8,False
n397,0.556420233463035,-8.0,8,False
n398,0.5603112840466926,-8.0,8,False
n399,0.5642023346303502,-8.0,8,False
n400,0.5680933852140078,-8.0,8,False
n401,0.5719844357976653,-8.0,8,False
n402,0.5758754863813229,-8.0,8,False
n403,0.5797665369649806,-8.0,8,False
n404,0.5836575875486382,-8.0,8,False
n405,0.5875486381322957,-8.0,8,False
n406,0.5914396887159533,-8.0,8,False
n407,0.5953307392996109,-8.0,8,False
n408,0.5992217898832685,-8.0,8,False
n409,0.603112840466926,-8.0,8,False
n410,0.6070038910505836,-8.0,8,False
n411,0.6108949416342413,-8.0,8,False
n412,0.6147859922178989,-8.0,8,False
n413,0.6186770428015564,-8.0,8,False
n414,0.622568093385214,-8.0,8,False
n415,0.6264591439688716,-8.0,8,False
n416,0.6303501945525292,-8.0,8,False
n417,0.6342412451361867,-8.0,8,False
n418,0.6381322957198443,-8.0,8,False
n419,0.642023346303502,-8.0,8,False
n420,0.6459143968871596,-8.0,8,False
n421,0.6498054474708171,-8.0,8,False
n422,0.6536964980544747,-8.0,8,False
n423,0.6575875486381323,-8.0,8,False
n424,0.6614785992217899,-8.0,8,False
n425,0.6653696498054474,-8.0,8,False
n426,0.669260700389105,-8.0,8,False
n427,0.6731517509727627,-8.0,8,False
n428,0.6770428015564203,-8.0,8,False
n429,0.6809338521400778,-8.0,8,False
n430,0.6848249027237354,-8.0,8,False
n431,0.688715953307393,-8.0,8,False
n432,0.6926070038910506,-8.0,8,False
n433,0.6964980544747081,-8.0,8,False
n434,0.7003891050583657,-8.0,8,False
n435,0.7042801556420234,-8.0,8,False
n436,0.708171206225681,-8.0,8,False
n437,0.7120622568093385,-8.0,8,False
n438,0.7159533073929961,-8.0,8,False
n439,0.7198443579766537,-8.0,8,False
n440,0.7237354085603113,-8.0,8,False
n441,0.7276264591439688,-8.0,8,False
n442,0.7315175097276264,-8.0,8,False
n443,0.7354085603112841,-8.0,8,False
n444,0.7392996108949417,-8.0,8,False
n445,0.7431906614785992,-8.0,8,False
n446,0.7470817120622568,-8.0,8,False
n447,0.7509727626459144,-8.0,8,False
n448,0.754863813229572,-8.0,8,False
n449,0.7587548638132295,-8.0,8,False
n450,0.7626459143968871,-8.0,8,False
n451,0.7665369649805448,-8.0,8,False
n452,0.7704280155642024,-8.0,8,False
n453,0.77431906614786,-8.0,8,False
n454,0.7782101167315175,-8.0,8,False
n455,0.7821011673151751,-8.0,8,False
n456,0.7859922178988327,-8.0,8,False
n457,0.7898832684824902,-8.0,8,False
n458,0.7937743190661478,-8.0,8,False
n459,0.7976653696498055,-8.0,8,False
n460,0.8015564202334631,-8.0,8,False
n461,0.8054474708171206,-8.0,8,False
n462,0.8093385214007782,-8.0,8,False
n463,0.8132295719844358,-8.0,8,False
n464,0.8171206225680934,-8.0,8,False
n465,0.8210116731517509,-8.0,8,False
n466,0.8249027237354085,-8.0,8,False
n467,0.8287937743190662,-8.0,8,False
n468,0.8326848249027238,-8.0,8,False
n469,0.8365758754863813,-8.0,8,False
n470,0.8404669260700389,-8.0,8,False
n471,0.8443579766536965,-8.0,8,False
n472,0.8482490272373541,-8.0,8,False
n473,0.8521400778210116,-8.0,8,False
n474,0.8560311284046692,-8.0,8,False
n475,0.8599221789883269,-8.0,8,False
n476,0.8638132295719845,-8.0,8,False
n477,0.867704280155642,-8.0,8,False
n478,0.8715953307392996,-8.0,8,False
n479,0.8754863813229572,-8.0,8,False
n480,0.8793774319066148,-8.0,8,False
n481,0.8832684824902723,-8.0,8,False
n482,0.8871595330739299,-8.0,8,False
n483,0.8910505836575876,-8.0,8,False
n484,0.8949416342412452,-8.0,8,False
n485,0.8988326848249028,-8.0,8,False
n486,0.9027237354085603,-8.0,8,False
n487,0.9066147859922179,-8.0,8,False
n488,0.9105058365758755,-8.0,8,False
n489,0.914396887159533,-8.0,8,False
n490,0.9182879377431906,-8.0,8,False
n491,0.9221789883268483,-8.0,8,False
n492,0.9260700389105059,-8.0,8,False
n493,0.9299610894941635,-8.0,8,False
n494,0.933852140077821,-8.0,8,False
n495,0.9377431906614786,-8.0,8,False
n496,0.9416342412451362,-8.0,8,False
n497,0.9455252918287937,-8.0,8,False
n498,0.9494163424124513,-8.0,8,False
n499,0.953307392996109,-8.0,8,False
n500,0.9571984435797666,-8.0,8,False
n501,0.9610894941634242,-8.0,8,False
n502,0.9649805447470817,-8.0,8,False
n503,0.9688715953307393,-8.0,8,False
n504,0.9727626459143969,-8.0,8,False
n505,0.9766536964980544,-8.0,8,False
n506,0.980544747081712,-8.0,8,False
n507,0.9844357976653697,-8.0,8,False
n508,0.9883268482490273,-8.0,8,False
n509,0.9922178988326849,-8.0,8,False
n510,0.9961089494163424,-8.0,8,False
n511,0.04678362573099415,-9.0,9,False
n512,0.04873294346978557,-9.0,9,False
n513,0.050682261208576995,-9.0,9,False
n514,0.05263157894736842,-9.0,9,False
n515,0.05458089668615984,-9.0,9,False
n516,0.056530214424951264,-9.0,9,False
n517,0.05847953216374269,-9.0,9,False
n518,0.06042884990253411,-9.0,9,False
n519,0.06237816764132553,-9.0,9,False
n520,0.06432748538011696,-9.0,9,False
n521,0.06627680311890838,-9.0,9,False
n522,0.0682261208576998,-9.0,9,False
n523,0.07017543859649122,-9.0,9,False
n524,0.07212475633528265,-9.0,9,False
n525,0.07407407407407407,-9.0,9,False
n526,0.07602339181286549,-9.0,9,False
n527,0.07797270955165692,-9.0,9,False
n528,0.07992202729044834,-9.0,9,False
n529,0.08187134502923976,-9.0,9,False
n530,0.08382066276803118,-9.0,9,False
n531,0.08576998050682261,-9.0,9,False
n532,0.08771929824561403,-9.0,9,False
n533,0.08966861598440545,-9.0,9,False
n534,0.09161793372319688,-9.0,9,False
n535,0.0935672514619883,-9.0,9,False
n536,0.09551656920077972,-9.0,9,False
n537,0.09746588693957114,-9.0,9,False
n538,0.09941520467836257,-9.0,9,False
n539,0.10136452241715399,-9.0,9,False
n540,0.10331384015594541,-9.0,9,False
n541,0.10526315789473684,-9.0,9,False
n542,0.10721247563352826,-9.0,9,False
n543,0.10916179337231968,-9.0,9,False
n544,0.1111111111111111,-9.0,9,False
n545,0.11306042884990253,-9.0,9,False
n546,0.11500974658869395,-9.0,9,False
n547,0.11695906432748537,-9.0,9,False
n548,0.1189083820662768,-9.0,9,False
n549,0.12085769980506822,-9.0,9,False
n550,0.12280701754385964,-9.0,9,False
n551,0.12475633528265107,-9.0,9,False
n552,0.1267056530214425,-9.0,9,False
n553,0.1286549707602339,-9.0,9,False
n554,0.13060428849902533,-9.0,9,False
n555,0.13255360623781676,-9.0,9,False
n556,0.13450292397660818,-9.0,9,False
n557,0.1364522417153996,-9.0,9,False
n558,0.13840155945419103,-9.0,9,False
n559,0.14035087719298245,-9.0,9,False
n560,0.14230019493177387,-9.0,9,False
n561,0.1442495126705653,-9.0,9,False
n562,0.14619883040935672,-9.0,9,False
n563,0.14814814814814814,-9.0,9,False
n564,0.15009746588693956,-9.0,9,False
n565,0.15204678362573099,-9.0,9,False
n566,0.1539961013645224,-9.0,9,False
n567,0.15594541910331383,-9.0,9,False
n568,0.15789473684210525,-9.0,9,False
n569,0.15984405458089668,-9.0,9,False
n570,0.1617933723196881,-9.0,9,False
n571,0.16374269005847952,-9.0,9,False
n572,0.16569200779727095,-9.0,9,False
n573,0.16764132553606237,-9.0,9,False
n574,0.1695906432748538,-9.0,9,False
n575,0.17153996101364521,-9.0,9,False
n576,0.17348927875243664,-9.0,9,False
n577,0.17543859649122806,-9.0,9,False
n578,0.17738791423001948,-9.0,9,False
n579,0.1793372319688109,-9.0,9,False
n580,0.18128654970760233,-9.0,9,False
n581,0.18323586744639375,-9.0,9,False
n582,0.18518518518518517,-9.0,9,False
n583,0.1871345029239766,-9.0,9,False
n584,0.18908382066276802,-9.0,9,False
n585,0.19103313840155944,-9.0,9,False
n586,0.19298245614035087,-9.0,9,False
n587,0.1949317738791423,-9.0,9,False
n588,0.1968810916179337,-9.0,9,False
n589,0.19883040935672514,-9.0,9,False
n590,0.20077972709551656,-9.0,9,False
n591,0.20272904483430798,-9.0,9,False
n592,0.2046783625730994,-9.0,9,False
n593,0.20662768031189083,-9.0,9,False
n594,0.20857699805068225,-9.0,9,False
n595,0.21052631578947367,-9.0,9,False
n596,0.2124756335282651,-9.0,9,False
n597,0.21442495126705652,-9.0,9,False
n598,0.21637426900584794,-9.0,9,False
n599,0.21832358674463936,-9.0,9,False
n600,0.2202729044834308,-9.0,9,False
n601,0.2222222222222222,-9.0,9,False
n602,0.22417153996101363,-9.0,9,False
n603,0.22612085769980506,-9.0,9,False
n604,0.22807017543859648,-9.0,9,False
n605,0.2300194931773879,-9.0,9,False
n606,0.23196881091617932,-9.0,9,False
n607,0.23391812865497075,-9.0,9,False
n608,0.23586744639376217,-9.0,9,False
n609,0.2378167641325536,-9.0,9,False
n610,0.23976608187134502,-9.0,9,False
n611,0.24171539961013644,-9.0,9,False
n612,0.24366471734892786,-9.0,9,False
n613,0.24561403508771928,-9.0,9,False
n614,0.2475633528265107,-9.0,9,False
n615,0.24951267056530213,-9.0,9,False
n616,0.25146198830409355,-9.0,9,False
n617,0.253411306042885,-9.0,9,False
n618,0.2553606237816764,-9.0,9,False
n619,0.2573099415204678,-9.0,9,False
n620,0.25925925925925924,-9.0,9,False
n621,0.26120857699805067,-9.0,9,False
n622,0.2631578947368421,-9.0,9,False
n623,0.2651072124756335,-9.0,9,False
n624,0.26705653021442494,-9.0,9,False
n625,0.26900584795321636,-9.0,9,False
n626,0.2709551656920078,-9.0,9,False
n627,0.2729044834307992,-9.0,9,False
n628,0.27485380116959063,-9.0,9,False
n629,0.27680311890838205,-9.0,9,False
n630,0.2787524366471735,-9.0,9,False
n631,0.2807017543859649,-9.0,9,False
n632,0.2826510721247563,-9.0,9,False
n633,0.28460038986354774,-9.0,9,False
n634,0.28654970760233917,-9.0,9,False
n635,0.2884990253411306,-9.0,9,False
n636,0.290448343079922,-9.0,9,False
n637,0.29239766081871343,-9.0,9,False
n638,0.29434697855750486,-9.0,9,False
n639,0.2962962962962963,-9.0,9,False
n640,0.2982456140350877,-9.0,9,False
n641,0.3001949317738791,-9.0,9,False
n642,0.30214424951267055,-9.0,9,False
n643,0.30409356725146197,-9.0,9,False
n644,0.3060428849902534,-9.0,9,False
n645,0.3079922027290448,-9.0,9,False
n646,0.30994152046783624,-9.0,9,False
n647,0.31189083820662766,-9.0,9,False
n648,0.3138401559454191,-9.0,9,False
n649,0.3157894736842105,-9.0,9,False
n650,0.31773879142300193,-9.0,9,False
n651,0.31968810916179335,-9.0,9,False
n652,0.3216374269005848,-9.0,9,False
n653,0.3235867446393762,-9.0,9,False
n654,0.3255360623781676,-9.0,9,False
n655,0.32748538011695905,-9.0,9,False
n656,0.32943469785575047,-9.0,9,False
n657,0.3313840155945419,-9.0,9,False
n658,0.3333333333333333,-9.0,9,False
n659,0.33528265107212474,-9.0,9,False
n660,0.33723196881091616,-9.0,9,False
n661,0.3391812865497076,-9.0,9,False
n662,0.341130604288499,-9.0,9,False
n663,0.34307992202729043,-9.0,9,False
n664,0.34502923976608185,-9.0,9,False
n665,0.3469785575048733,-9.0,9,False
n666,0.3489278752436647,-9.0,9,False
n667,0.3508771929824561,-9.0,9,False
